id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
5967;6,2;0,46;0,25;4,4;0,066;62;207;0,9939;3,25;0,52;9,8;5;WHITE
5968;9,9;0,53;0,57;2,4;0,093;30;52;0,9971;3,19;0,76;11,6;7;RED
5969;9,6;0,88;0,28;2,4;0,086;30;147;0,9979;3,24;0,53;9,4;5;RED
5970;5,8;0,61;0,11;1,8;0,066;18;28;0,99483;3,55;0,66;10,9;6;RED
5971;6,5;0,33;0,24;14,5;0,048;20;96;0,99456;3,06;0,3;11,5;8;WHITE
5972;9;0,66;0,17;3;0,077;5;13;0,9976;3,29;0,55;10,4;5;RED
5973;7;0,16;0,25;14,3;0,044;27;149;0,998;2,91;0,46;9,2;6;WHITE
5974;6,6;0,22;0,23;17,3;0,047;37;118;0,99906;3,08;0,46;8,8;6;WHITE
5975;6,1;0,38;0,14;3,9;0,06;27;113;0,99344;3,07;0,34;9,2;4;WHITE
5976;5,9;0,24;0,34;2;0,037;40;108;0,98948;3,19;0,5;12,3;6;WHITE
5977;9;0,43;0,3;1,5;0,05;7;175;0,9951;3,11;0,45;9,7;4;WHITE
5978;6,7;0,4;0,22;8,8;0,052;24;113;0,99576;3,22;0,45;9,4;5;WHITE
5979;7,8;0,25;0,28;7,2;0,04;46;179;0,99541;3,14;0,6;10,1;6;WHITE
5980;5,6;0,41;0,22;7,1;0,05;44;154;0,9931;3,3;0,4;10,5;5;WHITE
5981;8,3;0,65;0,1;2,9;0,089;17;40;0,99803;3,29;0,55;9,5;5;RED
5982;6,4;0,34;0,2;14,9;0,06;37;162;0,9983;3,13;0,45;9;4;WHITE
5983;9,4;0,24;0,29;8,5;0,037;124;208;0,99395;2,9;0,38;11;3;WHITE
5984;6,6;0,22;0,28;4,9;0,042;51;180;0,9952;3,3;0,75;9,5;6;WHITE
5985;7,7;0,28;0,58;12,1;0,046;60;177;0,9983;3,08;0,46;8,9;5;WHITE
5986;7,9;0,3;0,68;8,3;0,05;37,5;278;0,99316;3,01;0,51;12,3;7;RED
5987;8,4;0,36;0,36;11,1;0,032;21;132;0,99313;2,95;0,39;13;6;WHITE
5988;8;0,83;0,27;2;0,08;11;63;0,99652;3,29;0,48;9,8;4;RED
5989;5,8;0,31;0,31;7,5;0,052;55;230;0,9949;3,19;0,46;9,8;5;WHITE
5990;7,4;0,62;0,05;1,9;0,068;24;42;0,9961;3,42;0,57;11,5;6;RED
5991;6,8;0,22;0,32;5,9;0,054;40;152;0,9938;3,2;0,57;10,8;6;WHITE
5992;5,1;0,31;0,3;0,9;0,037;28;152;0,992;3,54;0,56;10,1;6;WHITE
5993;7,3;0,19;0,27;1,6;0,027;35;136;0,99248;3,38;0,54;11;7;WHITE
5994;7,2;0,39;0,63;11;0,044;55;156;0,9974;3,09;0,44;8,7;6;WHITE
5995;7,3;0,55;0,03;1,6;0,072;17;42;0,9956;3,37;0,48;9;4;RED
5996;8;0,27;0,33;1,2;0,05;41;103;0,99002;3;0,45;12,4;6;WHITE
5997;7,3;0,32;0,23;2,3;0,066;35;70;0,99588;3,43;0,62;10,1;5;RED
5998;6,1;0,41;0,04;1,3;0,036;23;121;0,99228;3,24;0,61;9,9;6;WHITE
5999;7;0,22;0,32;1,6;0,045;40;120;0,9914;2,98;0,44;10,5;6;WHITE
6000;7;0,35;0,31;1,8;0,069;15;162;0,9944;3,18;0,47;9,4;5;WHITE
6001;6;0,495;0,27;5;0,157;17;129;0,99396;3,03;0,36;9,3;5;WHITE
6002;7;0,65;0,02;2,1;0,066;8;25;0,9972;3,47;0,67;9,5;6;RED
6003;6,4;0,43;0,27;1,1;0,054;5;110;0,9939;3,24;0,52;9,1;4;WHITE
6004;6;0,36;0,16;6,3;0,036;36;191;0,9942;3,17;0,62;9,8;5;WHITE
6005;7,4;0,18;0,27;1,3;0,048;26;105;0,994;3,52;0,66;10,6;6;WHITE
6006;7,4;0,19;0,3;1,4;0,057;33;135;0,993;3,12;0,5;9,6;6;WHITE
6007;6,3;0,39;0,08;1,7;0,066;3;20;0,9954;3,34;0,58;9,4;5;RED
6008;6,6;0,16;0,4;1,5;0,044;48;143;0,9912;3,54;0,52;12,4;7;WHITE
6009;6,7;0,3;0,45;10,6;0,032;56;212;0,997;3,22;0,59;9,5;6;WHITE
6010;7;0,31;0,52;1,7;0,029;5;61;0,9918;3,07;0,43;10,4;5;WHITE
6011;8,7;0,52;0,09;2,5;0,091;20;49;0,9976;3,34;0,86;10,6;7;RED
6012;7,8;0,27;0,28;1,8;0,05;21;127;0,9934;3,15;0,44;9,9;5;WHITE
6013;5,6;0,66;0;2,2;0,087;3;11;0,99378;3,71;0,63;12,8;7;RED
6014;7,5;0,21;0,34;1,2;0,06;26;111;0,9931;3,51;0,47;10,7;6;WHITE
6015;5;1,04;0,24;1,6;0,05;32;96;0,9934;3,74;0,62;11,5;5;RED
6016;9,3;0,715;0,24;2,1;0,07;5;20;0,9966;3,12;0,59;9,9;5;RED
6017;6,9;0,3;0,21;15,7;0,056;49;159;0,99827;3,11;0,48;9;5;WHITE
6018;7,8;0,27;0,58;11,2;0,036;44;161;0,9977;3,06;0,41;8,9;6;WHITE
6019;7,5;0,32;0,26;1,8;0,042;13;133;0,9938;3,07;0,38;9,5;5;WHITE
6020;7,4;0,21;0,27;7,3;0,031;41;144;0,9932;3,15;0,38;11,8;7;WHITE
6021;5,8;0,39;0,47;7,5;0,027;12;88;0,9907;3,38;0,45;14;6;WHITE
6022;7,4;0,37;0,26;9,6;0,05;33;134;0,99608;3,13;0,46;10,4;5;WHITE
6023;6,6;0,725;0,2;7,8;0,073;29;79;0,9977;3,29;0,54;9,2;5;RED
6024;5,8;0,15;0,49;1,1;0,048;21;98;0,9929;3,19;0,48;9,2;5;WHITE
6025;5,6;0,35;0,37;1;0,038;6;72;0,9902;3,37;0,34;11,4;5;WHITE
6026;11,9;0,38;0,49;2,7;0,098;12;42;1,0004;3,16;0,61;10,3;5;RED
6027;6,9;0,31;0,32;1,6;0,036;34;114;0,99068;3,19;0,45;11,4;7;WHITE
6028;8,3;0,54;0,28;1,9;0,077;11;40;0,9978;3,39;0,61;10;6;RED
6029;6,4;0,795;0;2,2;0,065;28;52;0,99378;3,49;0,52;11,6;5;RED
6030;8,4;0,22;0,3;8,9;0,024;17;118;0,99456;2,99;0,34;10,5;6;WHITE
6031;6,1;0,28;0,25;6,9;0,056;44;201;0,9955;3,19;0,4;9,1;6;WHITE
6032;6,8;0,23;0,42;7,4;0,044;56;189;0,9958;3,22;0,48;9,3;6;WHITE
6033;6,6;0,44;0,32;3;0,095;13;75;0,98954;3,1;0,63;12,8;6;WHITE
6034;8,7;0,69;0,31;3;0,086;23;81;1,0002;3,48;0,74;11,6;6;RED
6035;6,2;0,24;0,25;12,5;0,055;47;134;0,99758;3,3;0,51;9;5;WHITE
6036;6,1;0,24;0,27;11,5;0,05;51;133;0,99476;3,22;0,37;10,8;6;WHITE
6037;7,3;0,22;0,37;14,3;0,063;48;191;0,9978;2,89;0,38;9;6;WHITE
6038;10;0,32;0,59;2,2;0,077;3;15;0,9994;3,2;0,78;9,6;5;RED
6039;5,9;0,28;0,14;8,6;0,032;30;142;0,99542;3,28;0,44;9,5;6;WHITE
6040;6;0,21;0,29;13,1;0,042;28;125;0,99936;3,39;0,45;8,6;5;WHITE
6041;6,9;0,26;0,27;4,2;0,031;20;80;0,99089;3,12;0,39;11,5;6;WHITE
6042;7,1;0,3;0,36;6,8;0,055;44,5;234;0,9972;3,49;0,64;10,2;6;WHITE
6043;5,9;0,34;0,22;2,4;0,03;19;135;0,9894;3,41;0,78;13,9;7;WHITE
6044;6,6;0,29;0,39;6,75;0,031;22;98;0,9913;3,15;0,8;12,9;7;WHITE
6045;6,5;0,41;0,64;11,8;0,065;65;225;0,9978;3,12;0,51;8,9;5;WHITE
6046;7,6;0,2;0,39;2,6;0,044;30;180;0,9941;3,46;0,44;10,8;7;WHITE
6047;6,6;0,3;0,24;1,2;0,034;17;121;0,9933;3,13;0,36;9,2;5;WHITE
6048;6,2;0,27;0,32;8,8;0,047;65;224;0,9961;3,17;0,47;8,9;5;WHITE
6049;8,5;0,49;0,11;2,3;0,084;9;67;0,9968;3,17;0,53;9,4;5;RED
6050;6,4;0,29;0,21;9,65;0,041;36;119;0,99334;2,99;0,34;10,93333333;6;WHITE
6051;6,8;0,31;0,25;10,5;0,043;30;165;0,9972;3,36;0,55;10,55;6;WHITE
6052;6,7;0,25;0,74;19,4;0,054;44;169;1,0004;3,51;0,45;9,8;6;WHITE
6053;7,2;0,6;0,04;2,5;0,076;18;88;0,99745;3,53;0,55;9,5;5;RED
6054;6,6;0,29;0,29;1,8;0,036;38;102;0,98819;3,08;0,42;13,7;7;WHITE
6055;6,3;0,37;0,51;6,3;0,048;35;146;0,9943;3,1;1,01;10,5;6;WHITE
6056;7,6;0,27;0,3;9,2;0,018;23;96;0,9938;3,08;0,29;11;6;WHITE
6057;6;0,2;0,26;6,8;0,049;22;93;0,9928;3,15;0,42;11;6;WHITE
6058;5,6;0,31;0,78;13,9;0,074;23;92;0,99677;3,39;0,48;10,5;6;RED
6059;6,1;0,14;0,25;1,3;0,047;37;173;0,9925;3,35;0,46;10;6;WHITE
6060;8,6;0,55;0,35;15,55;0,057;35,5;366,5;1,0001;3,04;0,63;11;3;WHITE
6061;6,2;0,255;0,24;1,7;0,039;138,5;272;0,99452;3,53;0,53;9,6;4;WHITE
6062;7,2;0,32;0,33;1,4;0,029;29;109;0,9902;3,15;0,51;12,8;7;WHITE
6063;6,6;0,29;0,44;9;0,053;62;178;0,99685;3,02;0,45;8,9;5;WHITE
6064;7,2;0,725;0,05;4,65;0,086;4;11;0,9962;3,41;0,39;10,9;5;RED
6065;5,3;0,585;0,07;7,1;0,044;34;145;0,9945;3,34;0,57;9,7;6;WHITE
6066;6,3;0,4;0,32;10,6;0,049;38;209;0,9981;3,47;0,59;9,3;6;WHITE
6067;7,8;0,91;0,07;1,9;0,058;22;47;0,99525;3,51;0,43;10,7;6;RED
6068;7,4;0,6;0,26;2,1;0,083;17;91;0,99616;3,29;0,56;9,8;6;RED
6069;6,6;0,5;0,04;2,1;0,068;6;14;0,9955;3,39;0,64;9,4;6;RED
6070;10,2;0,645;0,36;1,8;0,053;5;14;0,9982;3,17;0,42;10;6;RED
6071;7,8;0,3;0,74;1,8;0,033;33;156;0,991;3,29;0,52;12,8;6;WHITE
6072;6,5;0,26;0,31;1,3;0,034;59;145;0,98944;3,16;0,54;12,4;6;WHITE
6073;6,6;0,3;0,25;8;0,036;21;124;0,99362;3,06;0,38;10,8;6;WHITE
6074;7,4;0,6;0,26;2,1;0,083;17;91;0,99616;3,29;0,56;9,8;6;RED
6075;6,3;0,17;0,32;4,2;0,04;37;117;0,99182;3,24;0,43;11,3;6;WHITE
6076;6,9;0,19;0,35;6,9;0,045;51;125;0,9933;3,1;0,44;10,7;7;WHITE
6077;6,5;0,615;0;1,9;0,065;9;18;0,9972;3,46;0,65;9,2;5;RED
6078;5,3;0,57;0,01;1,7;0,054;5;27;0,9934;3,57;0,84;12,5;7;RED
6079;9,3;0,39;0,44;2,1;0,107;34;125;0,9978;3,14;1,22;9,5;5;RED
6080;7,2;0,32;0,36;2;0,033;37;114;0,9906;3,1;0,71;12,3;7;WHITE
6081;6,3;0,2;0,4;1,5;0,037;35;107;0,9917;3,46;0,5;11,4;6;WHITE
6082;6,4;0,31;0,5;5,8;0,038;42;111;0,99189;3,18;0,53;11,9;7;WHITE
6083;7,7;0,58;0,1;1,8;0,102;28;109;0,99565;3,08;0,49;9,8;6;RED
6084;7,7;0,18;0,53;1,2;0,041;42;167;0,9908;3,11;0,44;11,9;5;WHITE
6085;8,1;0,36;0,59;13,6;0,051;60;134;0,99886;2,96;0,39;8,7;5;WHITE
6086;6,4;0,25;0,32;5,5;0,049;41;176;0,995;3,19;0,68;9,2;6;WHITE
6087;10,3;0,53;0,48;2,5;0,063;6;25;0,9998;3,12;0,59;9,3;6;RED
6088;6;0,2;0,26;6,8;0,049;22;93;0,9928;3,15;0,42;11;6;WHITE
6089;7,8;0,6;0,26;2;0,08;31;131;0,99622;3,21;0,52;9,9;5;RED
6090;6;0,21;0,3;8,7;0,036;47;127;0,99368;3,18;0,39;10,6;5;WHITE
6091;7;0,6;0,3;4,5;0,068;20;110;0,99914;3,3;1,17;10,2;5;RED
6092;6,8;0,63;0,07;2,1;0,089;11;44;0,9953;3,47;0,55;10,4;6;RED
6093;7,4;0,37;0,43;2,6;0,082;18;82;0,99708;3,33;0,68;9,7;6;RED
6094;7,7;0,32;0,61;11,8;0,041;66;188;0,99794;3;0,54;9,3;5;WHITE
6095;6,8;0,16;0,36;1,3;0,034;32;98;0,99058;3,02;0,58;11,3;6;WHITE
6096;7,2;0,23;0,39;2,3;0,033;29;102;0,9908;3,26;0,54;12,3;7;WHITE
6097;6,1;0,36;0,58;15;0,044;42;115;0,9978;3,15;0,51;9;5;WHITE
6098;7,8;0,56;0,19;1,8;0,104;12;47;0,9964;3,19;0,93;9,5;5;RED
6099;6,7;0,28;0,34;8,9;0,048;32;111;0,99455;3,25;0,54;11;7;WHITE
6100;7,4;0,16;0,3;13,7;0,056;33;168;0,99825;2,9;0,44;8,7;7;WHITE
6101;6,5;0,2;0,35;3,9;0,04;27;140;0,99102;2,98;0,53;11,8;6;WHITE
6102;12,7;0,6;0,65;2,3;0,063;6;25;0,9997;3,03;0,57;9,9;5;RED
6103;7,8;0,27;0,35;1,2;0,05;36;140;0,99138;3,09;0,45;11,2;5;WHITE
6104;8;0,32;0,26;1,2;0,05;11,5;88;0,9946;3,24;0,37;9,5;4;WHITE
6105;4,7;0,145;0,29;1;0,042;35;90;0,9908;3,76;0,49;11,3;6;WHITE
6106;7,1;0,09;0,3;6,2;0,032;24;134;0,993;2,99;0,39;10,9;6;WHITE
6107;7,1;0,2;0,27;9,6;0,037;19;105;0,99444;3,04;0,37;10,5;7;WHITE
6108;7,5;0,27;0,31;17,7;0,051;33;173;0,999;3,09;0,64;10,2;5;WHITE
6109;6;0,59;0;0,8;0,037;30;95;0,99032;3,1;0,4;10,9;4;WHITE
6110;6,3;0,27;0,46;11,1;0,053;44;177;0,99691;3,18;0,67;9,4;5;WHITE
6111;5,6;0,205;0,16;12,55;0,051;31;115;0,99564;3,4;0,38;10,8;6;WHITE
6112;7;0,2;0,74;0,8;0,044;19;163;0,9931;3,46;0,53;10,2;5;WHITE
6113;7,4;0,24;0,31;8,4;0,045;52;183;0,9963;3,09;0,32;8,8;5;WHITE
6114;7,7;0,23;0,37;1,8;0,046;23;60;0,9971;3,41;0,71;12,1;6;RED
6115;5,8;0,22;0,29;0,9;0,034;34;89;0,98936;3,14;0,36;11,1;7;WHITE
6116;7;0,21;0,28;8,7;0,045;37;222;0,9954;3,25;0,54;10,4;6;WHITE
6117;5,3;0,76;0,03;2,7;0,043;27;93;0,9932;3,34;0,38;9,2;5;WHITE
6118;6,9;0,32;0,13;7,8;0,042;11;117;0,996;3,23;0,37;9,2;5;WHITE
6119;8,3;0,21;0,49;19,8;0,054;50;231;1,0012;2,99;0,54;9,2;5;WHITE
6120;7,4;0,53;0,26;2;0,101;16;72;0,9957;3,15;0,57;9,4;5;RED
6121;7,1;0,32;0,3;9,9;0,041;63;192;0,99642;3,12;0,49;10,2;6;WHITE
6122;6,7;0,24;0,46;2,2;0,033;19;111;0,99045;3,1;0,62;11,9;6;WHITE
6123;6,4;0,22;0,32;7,9;0,029;34;124;0,9948;3,4;0,39;10,2;5;WHITE
6124;8;0,6;0,22;2,1;0,08;25;105;0,99613;3,3;0,49;9,9;5;RED
6125;11,5;0,42;0,48;2,6;0,077;8;20;0,99852;3,09;0,53;11;5;RED
6126;6,3;0,2;0,26;4,7;0,04;108;168;0,99278;3,07;0,75;10,7;7;WHITE
6127;6,8;0,32;0,37;3,4;0,023;19;87;0,9902;3,14;0,53;12,7;6;WHITE
6128;6;0,2;0,38;1,3;0,034;37;104;0,98865;3,11;0,52;12,7;6;WHITE
6129;6,6;0,22;0,3;14,7;0,045;50;136;0,99704;3,14;0,37;10,6;6;WHITE
6130;6,5;0,36;0,49;2,9;0,03;16;94;0,9902;3,1;0,49;12,1;7;WHITE
6131;6,3;0,27;0,18;7,7;0,048;45;186;0,9962;3,23;0,47;9;5;WHITE
6132;6,2;0,3;0,42;2,2;0,036;28;128;0,9901;3,13;0,38;11,6;6;WHITE
6133;8,7;0,7;0,24;2,5;0,226;5;15;0,9991;3,32;0,6;9;6;RED
6134;6,5;0,41;0,22;4,8;0,052;49;142;0,9946;3,14;0,62;9,2;5;WHITE
6135;7,5;0,23;0,3;1,2;0,03;27;80;0,99192;3,05;0,68;10,5;5;WHITE
6136;7,6;0,22;0,34;9,7;0,035;26;143;0,9965;3,08;0,49;9,8;6;WHITE
6137;6,1;0,29;0,27;1,7;0,024;13;76;0,9893;3,21;0,51;12,6;7;WHITE
6138;7,6;0,79;0,21;2,3;0,087;21;68;0,9955;3,12;0,44;9,2;5;RED
6139;7,2;0,23;0,25;18,8;0,085;19;111;1,00044;3,1;0,51;8,7;5;WHITE
6140;6,6;0,22;0,23;17,3;0,047;37;118;0,99906;3,08;0,46;8,8;6;WHITE
6141;6,4;0,18;0,31;1,6;0,049;36;127;0,9934;3,6;0,67;10,4;7;WHITE
6142;6,7;0,48;0,02;2,2;0,08;36;111;0,99524;3,1;0,53;9,7;5;RED
6143;8,4;0,16;0,33;1,5;0,033;16;98;0,994;3,14;0,42;9,7;6;WHITE
6144;7,5;0,77;0,2;8,1;0,098;30;92;0,99892;3,2;0,58;9,2;5;RED
6145;8;0,59;0,05;2;0,089;12;32;0,99735;3,36;0,61;10;5;RED
6146;5,6;0,2;0,66;10,2;0,043;78;175;0,9945;2,98;0,43;10,4;7;WHITE
6147;8,5;0,24;0,47;15,2;0,057;40;234;1,0005;3,02;0,66;9;5;WHITE
6148;6,9;0,4;0,17;12,9;0,033;59;186;0,99754;3,08;0,49;9,4;5;WHITE
6149;8,3;0,23;0,3;2,1;0,049;21;153;0,9953;3,09;0,5;9,6;6;WHITE
6150;6,9;0,12;0,36;2,2;0,037;18;111;0,9919;3,41;0,82;11,9;8;WHITE
6151;7;0,36;0,35;2,5;0,048;67;161;0,99146;3,05;0,56;11,1;6;WHITE
6152;7,5;0,24;0,29;1,1;0,046;34;84;0,9902;3,04;0,39;11,45;6;WHITE
6153;6,5;0,25;0,27;15,2;0,049;75;217;0,9972;3,19;0,39;9,9;5;WHITE
6154;5,8;0,28;0,34;4;0,031;40;99;0,9896;3,39;0,39;12,8;7;WHITE
6155;9,1;0,47;0,49;2,6;0,094;38;106;0,9982;3,08;0,59;9,1;5;RED
6156;8,1;0,33;0,36;7,4;0,037;36;156;0,99592;3,19;0,54;10,6;6;WHITE
6157;7,3;0,48;0,32;2,1;0,062;31;54;0,99728;3,3;0,65;10;7;RED
6158;7,3;0,4;0,24;6,7;0,058;41;166;0,995;3,2;0,41;9,9;6;WHITE
6159;6,6;0,28;0,41;7;0,046;59;194;0,99558;3,14;0,48;9,4;5;WHITE
6160;8,3;0,49;0,23;6,65;0,034;6;158;0,99344;3,05;0,48;11,2;5;WHITE
6161;5,1;0,35;0,26;6,8;0,034;36;120;0,99188;3,38;0,4;11,5;6;WHITE
6162;6,1;0,44;0,28;4,25;0,032;43;132;0,9916;3,26;0,47;11,3;7;WHITE
6163;5,8;0,26;0,24;9,2;0,044;55;152;0,9961;3,31;0,38;9,4;5;WHITE
6164;6,4;0,17;0,34;1,5;0,093;43;136;0,9938;3,25;0,49;9,6;6;WHITE
6165;7,8;0,2;0,32;5;0,016;31;101;0,99186;2,99;0,39;11;6;WHITE
6166;6,4;0,31;0,26;13,2;0,046;57;205;0,9975;3,17;0,41;9,6;5;WHITE
6167;7,2;0,73;0,02;2,5;0,076;16;42;0,9972;3,44;0,52;9,3;5;RED
6168;5,7;0,22;0,22;16,65;0,044;39;110;0,99855;3,24;0,48;9;6;WHITE
6169;7;0,21;0,28;8,7;0,045;37;222;0,9954;3,25;0,54;10,4;6;WHITE
6170;6,4;0,22;0,56;14,5;0,055;27;159;0,998;2,98;0,4;9,1;5;WHITE
6171;5,8;0,15;0,28;0,8;0,037;43;127;0,99198;3,24;0,51;9,3;5;WHITE
6172;6,9;0,34;0,3;4,7;0,029;34;148;0,99165;3,36;0,49;12,3;7;WHITE
6173;7,4;0,16;0,49;1,2;0,055;18;150;0,9917;3,23;0,47;11,2;6;WHITE
6174;7,3;0,3;0,25;2,5;0,045;32;122;0,99329;3,18;0,54;10,3;5;WHITE
6175;7,8;0,32;0,31;1,7;0,036;46;195;0,993;3,03;0,48;10,5;5;WHITE
6176;6,1;0,27;0,32;6,2;0,048;47;161;0,99281;3,22;0,6;11;6;WHITE
6177;6,9;0,4;0,56;11,2;0,043;40;142;0,9975;3,14;0,46;8,7;5;WHITE
6178;7;0,3;0,49;4,7;0,036;17;105;0,9916;3,26;0,68;12,4;7;WHITE
6179;6,3;0,24;0,74;1,4;0,172;24;108;0,9932;3,27;0,39;9,9;6;WHITE
6180;7,4;0,45;0,32;7,1;0,044;17;117;0,9962;3,32;0,41;10,4;4;WHITE
6181;6,7;0,18;0,25;14,3;0,048;79;149;0,9975;3,12;0,37;9,7;5;WHITE
6182;7;0,3;0,51;13,6;0,05;40;168;0,9976;3,07;0,52;9,6;7;WHITE
6183;7,2;0,605;0,02;1,9;0,096;10;31;0,995;3,46;0,53;11,8;6;RED
6184;6,5;0,29;0,31;1,7;0,035;24;79;0,99053;3,27;0,69;11,4;7;WHITE
6185;7,4;0,26;0,29;3,7;0,048;14;73;0,9915;3,06;0,45;11,4;6;WHITE
6186;7,3;0,98;0,05;2,1;0,061;20;49;0,99705;3,31;0,55;9,7;3;RED
6187;6;0,25;0,4;5,7;0,052;56;152;0,99398;3,16;0,88;10,5;6;WHITE
6188;7,7;0,28;0,24;2,4;0,044;29;157;0,99312;3,27;0,56;10,6;6;WHITE
6189;6,5;0,22;0,27;1,6;0,039;36;116;0,99178;3,38;0,57;11;7;WHITE
6190;6,5;0,41;0,24;14;0,048;24;113;0,9982;3,44;0,53;9,8;6;WHITE
6191;7,6;0,26;0,58;7,9;0,041;62;180;0,9966;3,07;0,38;9;5;WHITE
6192;7,2;0,47;0,16;5,9;0,048;14;125;0,99428;3,09;0,49;9,8;5;WHITE
6193;7,6;0,21;0,44;1,9;0,036;10;119;0,9913;3,01;0,7;12,8;6;WHITE
6194;5,9;0,27;0,32;2;0,034;31;102;0,98952;3,16;0,56;12,3;6;WHITE
6195;6,1;0,16;0,34;6,1;0,034;31;114;0,99365;3,32;0,58;10,13333333;7;WHITE
6196;10,4;0,28;0,54;2,7;0,105;5;19;0,9988;3,25;0,63;9,5;5;RED
6197;8,3;0,4;0,41;8,2;0,05;15;122;0,9979;3,39;0,49;9,3;5;WHITE
6198;6;0,16;0,27;12;0,03;39;98;0,99402;3,15;0,34;10,8;5;WHITE
6199;7,1;0,12;0,3;3,1;0,018;15;37;0,99004;3,02;0,52;11,9;7;WHITE
6200;4,7;0,6;0,17;2,3;0,058;17;106;0,9932;3,85;0,6;12,9;6;RED
6201;6,5;0,25;0,2;1,4;0,024;29;101;0,9916;3,24;0,54;10,8;6;WHITE
6202;6;0,11;0,47;10,6;0,052;69;148;0,9958;2,91;0,34;9,3;4;WHITE
6203;6,6;0,18;0,35;1,5;0,049;49;141;0,9934;3,43;0,85;10,2;7;WHITE
6204;8,2;0,22;0,36;6,8;0,034;12;90;0,9944;3,01;0,38;10,5;8;WHITE
6205;7,5;0,63;0,27;2;0,083;17;91;0,99616;3,26;0,58;9,8;6;RED
6206;7,5;0,38;0,29;12,7;0,05;25;209;0,9986;3,25;0,59;9,3;6;WHITE
6207;9,2;0,27;0,34;10,5;0,043;49;228;0,9974;3,04;0,41;10,4;6;WHITE
6208;8,4;0,35;0,71;12,2;0,046;22;160;0,9982;2,98;0,65;9,4;5;WHITE
6209;8,8;0,27;0,25;5;0,024;52;99;0,9925;2,87;0,49;11,4;5;WHITE
6210;6,8;0,32;0,34;1,2;0,044;14;67;0,9919;3,05;0,47;10,6;4;WHITE
6211;7,3;0,25;0,26;7,2;0,048;52;207;0,99587;3,12;0,37;9,2;5;WHITE
6212;5,7;0,28;0,28;2,2;0,019;15;65;0,9902;3,06;0,52;11,2;6;WHITE
6213;6,5;0,18;0,48;18;0,054;56;183;1,00038;2,98;0,61;8,5;6;WHITE
6214;5,8;0,24;0,26;10,05;0,039;63;162;0,99375;3,33;0,5;11,2;6;WHITE
6215;7,6;0,31;0,49;3,95;0,044;27;131;0,9912;3,08;0,67;12,8;7;WHITE
6216;7,6;0,51;0,24;1,2;0,04;10;104;0,992;3,05;0,29;10,8;6;WHITE
6217;6,8;0,27;0,49;1,2;0,044;35;126;0,99;3,13;0,48;12,1;7;WHITE
6218;6;0,3;0,44;1,5;0,046;15;182;0,99455;3,5;0,52;10,4;5;WHITE
6219;6,8;0,27;0,26;16,1;0,049;55;196;0,9984;3,15;0,5;9,3;5;WHITE
6220;6,2;0,31;0,21;6,3;0,041;50;218;0,9941;3,15;0,6;10;5;WHITE
6221;6,5;0,24;0,32;7,6;0,038;48;203;0,9958;3,45;0,54;9,7;7;WHITE
6222;6;0,26;0,5;2,2;0,048;59;153;0,9928;3,08;0,61;9,8;5;WHITE
6223;8,1;0,2;0,28;0,9;0,023;49;87;0,99062;2,92;0,36;11,1;6;WHITE
6224;12,7;0,59;0,45;2,3;0,082;11;22;1;3;0,7;9,3;6;RED
6225;6,3;0,41;0,22;7,3;0,035;23;117;0,99172;3,2;0,39;11,94;7;WHITE
6226;9,2;0,32;0,42;1,3;0,046;14;186;0,9949;3,08;0,48;9,6;5;WHITE
6227;9,1;0,27;0,32;1,1;0,031;15;151;0,9936;3,03;0,41;10,6;5;WHITE
6228;7;0,2;0,38;8,1;0,05;42;173;0,99585;3,3;0,54;9,8;6;WHITE
6229;7,6;0,32;0,36;1,6;0,04;32;155;0,993;3,23;0,52;11,3;6;WHITE
6230;6,1;0,3;0,3;2,1;0,031;50;163;0,9895;3,39;0,43;12,7;7;WHITE
6231;8,4;0,31;0,29;3,1;0,194;14;26;0,99536;3,22;0,78;12;6;RED
6232;7,1;0,32;0,29;4;0,038;33;170;0,99463;3,27;0,64;10,2;6;WHITE
6233;12,2;0,45;0,49;1,4;0,075;3;6;0,9969;3,13;0,63;10,4;5;RED
6234;6,4;0,18;0,35;1;0,045;39;108;0,9911;3,31;0,35;10,9;6;WHITE
6235;10,3;0,34;0,52;2,8;0,159;15;75;0,9998;3,18;0,64;9,4;5;RED
6236;9,4;0,16;0,3;1,4;0,042;26;176;0,9954;3,15;0,46;9,1;5;WHITE
6237;9,9;0,44;0,46;2,2;0,091;10;41;0,99638;3,18;0,69;11,9;6;RED
6238;6,2;0,33;0,27;4,9;0,036;30;134;0,9927;3,2;0,42;10,4;7;WHITE
6239;6,4;0,26;0,42;9,7;0,044;30;140;0,9962;3,18;0,47;9,1;6;WHITE
6240;6,5;0,4;0,31;3,5;0,046;22;147;0,99024;3,15;0,31;12;7;WHITE
6241;5,9;0,4;0,32;6;0,034;50;127;0,992;3,51;0,58;12,5;7;WHITE
6242;6,4;0,24;0,29;11,4;0,051;32;166;0,9968;3,31;0,45;9,5;5;WHITE
6243;7;0,24;0,3;4,2;0,04;41;213;0,9927;3,28;0,49;11,8;6;WHITE
6244;6,4;0,28;0,44;7,1;0,048;49;179;0,99528;3,15;0,48;9,2;5;WHITE
6245;6,2;0,33;0,41;16,8;0,037;58;173;0,99882;3,25;0,57;9,4;6;WHITE
